MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,SaleType,SaleCondition,SalePrice,YearBuilt_Old,YearRemodAdd_Old,GarageYrBlt_Old,YrSold_Old
60,RL,9375,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,2,2,PConc,4,3,1,6,739,1,0,318,1057,GasA,4,1,SBrkr,1057,977,0,2034,1,0,2,1,3,1,3,8,Typ,0,Attchd,2,2,645,3,3,Y,576,36,0,0,0,0,WD,Normal,219500,13,12,12.0,1
60,RL,9591,3,Lvl,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,3,2,PConc,5,3,3,1,0,1,0,1143,1143,GasA,4,1,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,3,9,Typ,1,BuiltIn,2,3,852,3,3,Y,192,151,0,0,0,0,WD,Normal,317000,6,5,6.0,3
20,RL,19900,3,Lvl,Inside,0,NAmes,PosA,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,2,2,CBlock,4,3,4,6,912,1,0,1035,1947,GasA,2,1,SBrkr,2207,0,0,2207,1,0,2,0,3,1,2,7,Min1,1,Attchd,2,2,576,3,3,Y,301,0,0,0,0,0,WD,Normal,180000,40,21,40.0,0
20,RL,10665,0,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,3,2,PConc,4,3,3,6,1013,1,0,440,1453,GasA,4,1,SBrkr,1479,0,0,1479,1,0,2,0,3,1,3,7,Typ,0,Attchd,2,2,558,3,3,Y,144,29,0,0,0,0,WD,Normal,226000,7,7,7.0,3
30,RM,4608,3,Lvl,Corner,0,OldTown,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,1,0,1,0,747,747,GasA,2,1,SBrkr,747,0,0,747,0,0,1,0,2,1,2,4,Typ,0,Attchd,1,1,220,3,3,Y,0,0,0,0,0,0,WD,Normal,80000,65,60,65.0,0
50,RL,15593,3,Lvl,Corner,0,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,None,0.0,3,2,CBlock,3,3,1,4,603,1,0,701,1304,GasW,2,1,SBrkr,1304,983,0,2287,0,0,2,0,3,1,2,7,Typ,1,Attchd,3,2,667,3,3,Y,0,21,114,0,0,0,WD,Normal,225000,57,57,57.0,4
20,RL,13651,0,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,2,3,CBlock,4,3,4,5,1880,1,0,343,2223,GasA,4,1,SBrkr,2223,0,0,2223,1,0,2,0,3,1,2,8,Typ,2,Attchd,3,2,516,3,3,Y,300,0,0,0,0,0,WD,Normal,244000,37,37,37.0,3
20,RL,7599,3,Lvl,Corner,0,Mitchel,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,0.0,2,2,CBlock,3,3,1,5,565,1,0,280,845,GasA,2,1,SBrkr,845,0,0,845,1,0,1,0,2,1,2,4,Typ,0,Detchd,1,2,360,3,3,Y,0,0,0,0,0,0,WD,Normal,129500,28,4,23.0,3
60,RL,10141,0,Lvl,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,2,2,PConc,4,3,1,1,0,1,0,832,832,GasA,3,1,SBrkr,885,833,0,1718,0,0,2,1,3,1,2,7,Typ,1,Attchd,3,2,427,3,3,Y,0,94,0,0,291,0,WD,Normal,185000,12,12,12.0,1
20,RL,10200,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,2,2,CBlock,3,3,1,5,320,4,362,404,1086,GasA,3,1,SBrkr,1086,0,0,1086,1,0,1,0,3,1,2,6,Typ,0,Attchd,1,2,490,3,3,Y,0,0,0,0,0,0,WD,Normal,144900,56,7,21.0,0
50,RM,5790,3,Lvl,Corner,0,OldTown,Norm,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,1,1,0,1,0,840,840,GasA,3,0,SBrkr,840,765,0,1605,0,0,2,0,3,2,2,8,Typ,0,Detchd,1,1,379,3,3,Y,0,0,202,0,0,0,WD,Normal,107400,95,60,95.0,0
180,RM,1596,3,Lvl,Inside,0,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,CBlock,4,3,4,6,462,1,0,0,462,GasA,2,1,SBrkr,526,462,0,988,1,0,1,0,2,1,2,5,Typ,0,BuiltIn,1,1,297,3,3,Y,120,101,0,0,0,0,WD,Normal,91000,37,37,37.0,1
20,RL,8475,0,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,5,228,1,0,724,952,GasA,4,1,FuseA,952,0,0,952,0,0,1,0,2,1,2,4,Typ,0,Detchd,1,1,283,3,3,Y,0,0,0,0,0,0,WD,Normal,135750,54,54,54.0,2
50,RM,8635,3,Lvl,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,4,336,6,41,295,672,GasA,2,1,SBrkr,1072,213,0,1285,1,0,1,0,2,1,2,6,Min1,0,Detchd,1,1,240,3,3,Y,0,0,0,0,0,0,WD,Normal,127000,62,9,62.0,2
90,RL,10778,3,Lvl,Inside,0,Sawyer,Norm,Norm,Duplex,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,1,0,1,0,1768,1768,GasA,2,0,SBrkr,1768,0,0,1768,0,0,2,0,4,2,2,8,Typ,0,Attchd,1,0,0,3,3,Y,0,0,0,0,0,0,WD,Normal,136500,42,42,-1.0,0
50,RM,10440,3,Lvl,Corner,0,OldTown,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,1,1,0,1,0,440,440,GasA,3,1,SBrkr,682,548,0,1230,0,0,1,1,2,1,2,5,Typ,0,Detchd,1,2,440,3,3,Y,74,0,128,0,0,0,WD,Normal,110000,100,29,44.0,1
60,RL,13000,3,Lvl,Corner,0,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,2,3,CBlock,4,3,1,3,448,1,0,448,896,GasA,2,1,SBrkr,1182,960,0,2142,0,0,2,1,4,1,3,8,Typ,1,Attchd,3,1,509,3,3,Y,0,72,0,0,252,0,WD,Normal,193500,42,42,42.0,1
120,RM,4500,3,Lvl,FR2,0,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,2,3,PConc,5,4,1,6,1201,1,0,36,1237,GasA,4,1,SBrkr,1337,0,0,1337,1,0,2,0,2,1,2,5,Typ,0,Attchd,3,2,405,3,3,Y,0,199,0,0,0,0,WD,Normal,153500,12,12,12.0,4
20,RL,10206,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,2,2,PConc,4,3,1,6,33,1,0,1530,1563,GasA,4,1,SBrkr,1563,0,0,1563,0,0,2,0,3,1,3,6,Typ,1,Attchd,2,3,758,3,3,Y,144,99,0,0,0,0,WD,Normal,245000,3,3,3.0,2
20,RL,8892,0,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,2,2,CBlock,3,3,1,1,0,1,0,1065,1065,GasA,3,1,SBrkr,1065,0,0,1065,0,0,1,1,3,1,2,6,Typ,0,Detchd,1,2,461,3,3,Y,74,0,0,0,0,0,COD,Normal,126500,50,50,36.0,3
80,RL,8530,0,Lvl,Inside,0,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,2,2,PConc,4,3,1,1,0,1,0,384,384,GasA,3,1,SBrkr,804,670,0,1474,0,0,2,1,3,1,2,7,Typ,1,BuiltIn,3,2,400,3,3,Y,120,72,0,0,0,700,WD,Normal,168500,15,14,15.0,1
60,RL,16059,3,Lvl,Corner,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,3,2,CBlock,4,3,1,1,0,1,0,1288,1288,GasA,4,1,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,3,9,Typ,1,Attchd,1,2,462,3,3,Y,127,82,0,0,0,0,WD,Normal,260000,19,18,19.0,4
60,RL,11911,1,Lvl,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,1,0,1,0,684,684,GasA,4,1,SBrkr,684,876,0,1560,0,0,2,1,3,1,3,6,Typ,1,BuiltIn,3,2,400,3,3,Y,100,38,0,0,0,0,WD,Normal,174000,5,5,5.0,1
160,FV,3951,3,Lvl,Corner,0,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,3,2,PConc,4,3,3,1,0,1,0,612,612,GasA,4,1,SBrkr,612,612,0,1224,0,0,2,1,2,1,3,4,Typ,0,Detchd,2,2,528,3,3,Y,0,234,0,0,0,0,New,Partial,164500,1,1,1.0,1
50,C (all),8470,0,Lvl,Corner,0,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,Hip,CompShg,Plywood,Plywood,None,0.0,1,1,CBlock,3,2,1,1,0,1,0,1013,1013,GasA,2,0,SBrkr,1013,0,513,1526,0,0,1,0,2,1,1,6,Typ,0,Attchd,1,0,0,3,3,N,0,0,156,0,0,0,ConLD,Abnorml,85000,95,28,-1.0,1
20,RL,8070,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,6,588,1,0,402,990,GasA,4,1,SBrkr,990,0,0,990,1,0,1,0,3,1,2,5,Typ,0,Attchd,1,0,0,3,3,Y,0,0,0,0,0,0,WD,Normal,123600,16,15,-1.0,3
20,RL,7200,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,2,Slab,3,3,1,1,0,1,0,0,0,GasA,2,1,FuseA,1040,0,0,1040,0,0,1,0,2,1,2,4,Typ,0,Detchd,1,2,420,3,3,Y,0,29,0,0,0,0,WD,Normal,109900,60,60,60.0,4
20,RL,8500,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,2,2,CBlock,3,3,1,3,600,1,0,635,1235,GasA,2,1,SBrkr,1235,0,0,1235,0,0,1,0,2,1,2,6,Typ,0,Attchd,1,2,480,3,3,Y,0,0,0,0,0,0,WD,Abnorml,98600,49,49,49.0,4
30,RL,13360,0,HLS,Inside,0,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,4,3,1,5,713,1,0,163,876,GasA,4,1,SBrkr,964,0,0,964,1,0,1,0,2,1,2,5,Typ,0,Detchd,1,2,432,3,3,Y,0,0,44,0,0,0,WD,Normal,163500,89,4,89.0,1
190,C (all),7200,3,Lvl,Corner,0,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,2,2,3,1046,1,0,168,1214,GasW,4,0,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,2,9,Typ,1,Detchd,1,2,506,3,3,Y,0,0,0,0,99,0,WD,Normal,133900,100,12,110.0,3
60,RL,9337,0,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,4,3,1,6,648,1,0,176,824,GasA,4,1,SBrkr,905,881,0,1786,1,0,2,1,3,1,3,7,Typ,0,Attchd,2,2,684,3,3,Y,0,162,0,0,0,0,WD,Normal,204750,13,13,13.0,3
60,RL,9765,1,Lvl,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,4,3,PConc,4,4,1,5,310,1,0,370,680,GasA,3,1,SBrkr,680,790,0,1470,0,0,2,1,3,1,2,6,Typ,1,BuiltIn,3,2,420,3,3,Y,232,63,0,0,0,480,WD,Normal,185000,17,17,17.0,1
20,RL,10264,0,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,3,2,PConc,4,3,3,5,1162,1,0,426,1588,GasA,4,1,SBrkr,1588,0,0,1588,0,0,2,0,3,1,3,6,Typ,0,Attchd,2,2,472,3,3,Y,158,29,0,0,0,0,WD,Normal,214000,11,11,11.0,4
20,RL,10921,3,HLS,Inside,0,Edwards,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,2,2,CBlock,3,3,1,3,520,1,0,440,960,GasA,2,1,FuseF,960,0,0,960,1,0,1,0,3,1,2,6,Typ,0,Attchd,3,1,432,3,3,P,120,0,0,0,0,0,WD,Normal,94750,45,45,45.0,3
30,RL,10625,3,Lvl,Corner,0,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,5,108,1,0,350,458,GasA,1,0,SBrkr,835,0,0,835,0,0,1,0,2,1,2,5,Typ,0,Basment,1,1,366,2,3,Y,0,0,77,0,0,400,COD,Abnorml,83000,90,60,90.0,0
20,RL,9320,0,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,1,5,569,1,0,381,950,GasA,1,1,SBrkr,1225,0,0,1225,1,0,1,1,3,1,2,6,Typ,0,Attchd,1,0,0,3,3,Y,352,0,0,0,0,400,WD,Normal,128950,51,51,-1.0,0
20,RL,10603,0,Lvl,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,2,2,PConc,3,3,2,5,1200,1,0,410,1610,GasA,3,1,SBrkr,1610,0,0,1610,1,0,2,0,3,1,3,6,Typ,2,Attchd,2,2,480,3,3,Y,168,68,0,0,0,0,WD,Normal,205000,33,9,33.0,0
60,RL,9206,3,Lvl,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,3,2,CBlock,4,3,1,1,0,1,0,741,741,GasA,2,1,SBrkr,977,755,0,1732,0,0,2,1,3,1,3,7,Typ,1,Attchd,3,2,476,3,3,Y,192,46,0,0,0,0,WD,Normal,178000,25,25,25.0,0
90,RL,7018,3,Bnk,Inside,0,SawyerW,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,1,Slab,3,3,1,1,0,1,0,0,0,GasA,2,1,SBrkr,1535,0,0,1535,0,0,2,0,4,2,2,8,Typ,0,Attchd,1,2,410,3,3,Y,0,0,0,0,0,0,WD,Alloca,118964,31,31,31.0,1
20,RL,10402,0,Lvl,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0,1,0,1226,1226,GasA,4,1,SBrkr,1226,0,0,1226,0,0,2,0,3,1,3,6,Typ,0,Attchd,2,3,740,3,3,Y,0,36,0,0,0,0,WD,Normal,198900,1,1,1.0,0
50,RM,7758,3,Lvl,Corner,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,2,1,PConc,3,3,1,2,224,1,0,816,1040,GasA,4,1,FuseF,1226,592,0,1818,0,0,1,1,4,1,2,7,Typ,2,Detchd,1,1,240,3,3,Y,0,0,0,0,184,0,WD,Normal,169500,79,60,59.0,3
60,FV,9375,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,3,2,PConc,5,3,1,1,0,1,0,1053,1053,GasA,4,1,SBrkr,1053,939,0,1992,0,0,2,1,3,1,3,9,Typ,1,Attchd,2,2,648,3,3,Y,140,45,0,0,0,0,WD,Normal,250000,7,6,7.0,2
30,RM,10800,3,Lvl,Inside,0,OldTown,Norm,Norm,1Fam,1Story,4,7,Mansard,CompShg,VinylSd,VinylSd,None,0.0,2,2,BrkTil,2,3,1,1,0,1,0,641,641,GasA,3,1,SBrkr,1047,0,0,1047,0,0,1,0,2,1,2,6,Typ,0,Detchd,1,1,273,2,2,N,0,0,0,0,0,450,WD,Normal,100000,125,15,56.0,3
20,RM,6000,3,Lvl,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,5,104,4,169,516,789,GasA,4,1,SBrkr,789,0,0,789,0,0,1,0,2,1,2,5,Typ,0,Detchd,1,1,250,3,3,Y,0,0,0,0,0,0,WD,Partial,115000,62,60,62.0,2
50,RM,8500,3,Lvl,Corner,0,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,CBlock,3,3,1,1,0,1,0,793,793,GasW,2,0,FuseF,997,520,0,1517,0,0,2,0,3,1,1,7,Typ,0,Attchd,1,0,0,3,3,N,0,0,144,0,0,0,WD,Normal,115000,91,5,-1.0,3
20,RL,11751,0,Lvl,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,2,2,CBlock,4,3,1,4,705,1,0,1139,1844,GasA,4,1,SBrkr,1844,0,0,1844,0,0,2,0,3,1,2,7,Typ,1,Attchd,2,2,546,3,3,Y,0,122,0,0,0,0,COD,Normal,190000,33,33,33.0,0
50,RL,9525,3,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,2,1,3,444,1,0,550,994,GasA,3,1,SBrkr,1216,639,0,1855,0,0,2,0,4,1,2,7,Typ,0,Attchd,1,1,325,3,3,Y,182,0,0,0,0,0,WD,Normal,136900,56,38,56.0,4
80,RL,7750,0,Lvl,Inside,0,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,6,250,1,0,134,384,GasA,4,1,SBrkr,774,656,0,1430,0,0,2,1,3,1,2,7,Typ,1,BuiltIn,3,2,400,3,3,Y,180,0,0,0,0,0,WD,Normal,180000,10,10,10.0,0
60,RL,9965,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,3,2,PConc,5,3,3,6,984,1,0,280,1264,GasA,4,1,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,4,10,Typ,1,BuiltIn,3,3,792,3,3,Y,120,184,0,0,168,0,New,Partial,383970,3,3,3.0,3
20,RL,21000,3,Bnk,Corner,0,Crawfor,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,2,3,CBlock,4,3,2,5,35,3,869,905,1809,GasA,2,1,SBrkr,2259,0,0,2259,1,0,2,0,3,1,3,7,Typ,2,Basment,1,2,450,3,3,Y,166,120,192,0,0,0,COD,Abnorml,217000,57,57,57.0,3
70,RL,7259,0,Lvl,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,5,774,2,150,104,1028,GasA,4,1,SBrkr,1436,884,0,2320,1,0,2,1,3,1,3,9,Typ,1,Detchd,1,1,180,3,3,Y,224,0,0,0,0,0,WD,Normal,259500,65,8,65.0,3
160,FV,3230,3,Lvl,Corner,0,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,2,2,PConc,4,3,1,6,419,1,0,310,729,GasA,3,1,SBrkr,729,729,0,1458,0,0,2,1,2,1,2,5,Typ,1,Detchd,1,2,440,3,3,Y,0,32,0,0,0,0,WD,Normal,176000,11,11,11.0,3
20,RL,11616,3,Lvl,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,2,2,CBlock,3,3,1,2,170,4,670,252,1092,GasA,2,1,SBrkr,1092,0,0,1092,0,1,1,0,3,1,2,6,Typ,1,Attchd,1,1,288,3,3,Y,0,20,144,0,0,0,WD,Normal,139000,48,48,48.0,1
20,RL,8536,3,Lvl,Corner,0,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0,1,0,1125,1125,GasA,3,1,SBrkr,1125,0,0,1125,0,0,1,1,2,1,2,5,Typ,0,Attchd,1,2,430,3,3,Y,80,64,0,0,0,0,New,Partial,155000,4,3,3.0,3
60,RL,12376,3,Lvl,Corner,0,SawyerW,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,PConc,4,3,2,6,1470,1,0,203,1673,GasA,3,1,SBrkr,1699,1523,0,3222,1,0,3,0,5,1,3,11,Typ,2,Attchd,1,3,594,3,3,Y,367,0,0,0,0,0,WD,Normal,320000,20,20,20.0,0
60,RL,8461,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0,1,0,728,728,GasA,4,1,SBrkr,728,728,0,1456,0,0,2,1,3,1,3,8,Typ,1,Attchd,3,2,390,3,3,Y,0,24,0,0,0,0,New,Partial,163990,5,4,5.0,4
80,RL,21453,0,Low,CulDSac,2,ClearCr,Norm,Norm,1Fam,SLvl,6,5,Flat,Metal,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,4,5,938,1,0,0,938,GasA,4,1,SBrkr,988,0,0,988,1,0,1,0,1,1,2,4,Typ,2,Attchd,1,2,540,3,3,Y,0,130,0,130,0,0,WD,Normal,180000,41,41,41.0,4
50,RM,6060,3,Lvl,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,2,PConc,3,3,1,1,0,1,0,732,732,GasA,3,1,SBrkr,772,351,0,1123,0,0,1,0,3,1,2,4,Typ,0,Detchd,1,1,264,3,3,P,0,0,140,0,0,0,WD,Normal,100000,71,60,31.0,3
20,RL,9464,3,Lvl,Corner,0,NAmes,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,2,3,CBlock,3,3,1,4,570,1,0,510,1080,GasA,3,1,SBrkr,1080,0,0,1080,0,0,1,0,3,1,2,5,Typ,0,Attchd,1,1,288,3,3,Y,0,0,0,0,130,0,WD,Normal,136000,52,52,52.0,2
120,RL,7892,3,Lvl,Inside,0,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,2,PConc,4,3,1,6,300,1,0,899,1199,GasA,4,1,SBrkr,1199,0,0,1199,0,0,2,0,2,1,3,5,Typ,0,Attchd,2,2,530,3,3,Y,0,63,0,0,0,0,WD,Normal,153900,17,17,17.0,2
20,RL,17043,0,Lvl,CulDSac,0,NWAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,4,2,1,1,0,1,0,1362,1362,GasA,2,1,SBrkr,1586,0,0,1586,0,0,2,0,3,1,2,7,Typ,1,Attchd,1,2,435,3,3,Y,192,0,0,0,0,0,WD,Normal,181000,31,12,31.0,1
190,RM,6780,3,Lvl,Inside,0,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,1,CBlock,3,3,3,6,490,1,0,30,520,GasA,3,0,SBrkr,520,0,234,754,1,0,1,0,2,1,2,5,Typ,0,Attchd,1,0,0,3,3,N,53,0,0,0,0,0,WD,Normal,84500,75,28,-1.0,4
120,RL,4928,0,Lvl,Inside,0,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4,3,1,5,120,1,0,958,1078,GasA,2,1,SBrkr,958,0,0,958,0,0,2,0,2,1,2,5,Typ,1,Attchd,2,2,440,3,3,Y,0,205,0,0,0,0,WD,Normal,128000,34,34,33.0,3
45,RM,4388,0,Bnk,Inside,0,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,Gable,CompShg,WdShing,Wd Sdng,None,0.0,2,3,BrkTil,3,3,1,2,116,1,0,556,672,GasA,4,1,SBrkr,840,0,0,840,0,0,1,0,3,1,2,5,Typ,1,Attchd,1,0,0,3,3,N,0,0,0,0,0,0,WD,Normal,87000,80,60,-1.0,3
60,RL,7590,3,Lvl,Inside,0,NAmes,PosN,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,2,2,CBlock,3,3,1,4,512,1,0,148,660,GasA,2,1,SBrkr,660,688,0,1348,0,0,1,1,3,1,2,6,Typ,1,Attchd,2,2,453,3,3,Y,188,108,0,0,0,0,WD,Normal,155000,44,44,44.0,4
20,RL,8973,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,2,2,CBlock,3,3,1,3,567,4,28,413,1008,GasA,2,1,FuseA,1053,0,0,1053,0,1,1,1,3,1,4,6,Typ,0,2Types,2,2,750,3,3,Y,0,80,0,180,0,0,WD,Abnorml,150000,52,19,12.0,4
60,RL,14200,3,Lvl,Corner,0,NAmes,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,2,2,CBlock,3,3,1,3,445,1,0,479,924,GasA,4,1,SBrkr,1216,941,0,2157,0,0,2,1,4,1,3,8,Typ,2,Attchd,3,2,487,3,3,Y,105,66,0,0,0,0,WD,Normal,226000,44,44,44.0,4
